Word;Freq_HAL;I_Mean_RT;I_Zscore
dinosaurs;2024;601.13;-0.5
diocesan;74;882.25;0.5
diocese;382;1000.64;0.82
dioramas;185;881.89;0.55
dioxide;1022;789.71;0.17
dip;5047;565.94;-0.73
diphtheria;148;999.2;0.57
diphthong;75;958.36;0.8
diploma;1486;734.76;-0.2
diplomacy;3413;726.38;-0.27
diplomat;1166;714.94;-0.32
diplomatic;3157;733.35;-0.25
diplomatist;0;1195.7;44958
diplomats;1133;638.29;-0.24
diplomat's;6;730.23;-0.23
dipole;560;734.15;0.12
dipoles;210;846.5;0.17
dipped;886;678.78;-0.32
dipper;236;800.82;-0.03
dipping;770;641.41;-0.42
dips;674;625.72;-0.48
dipstick;164;818;0.22
dipswitch;40;1173;19725
dire;4069;736;-0.24
direct;54882;587;-0.65
directed;17588;648.34;-0.38
directing;2560;735.5;-0.18
direction;30901;624.62;-0.5
directional;1465;745.87;0.1
directionality;847;1106;0.89
directionally;7636;944.23;0.58
directions;11880;719.62;-0.34
directive;2156;871.88;0.17
directives;953;967.57;0.54
directivity;21;968;0.8
directly;69933;602.18;-0.69
directness;77;843.44;0.25
director;36607;641.88;-0.41
directorate;784;1044.54;45017
directors;6656;700.85;-0.41
director's;1084;736.94;-0.19
directorship;80;930.7;0.46
directory;78935;678.5;-0.43
directs;1102;676.03;-0.31
direful;1;822.78;0.35
dirge;113;715.2;-0.04
dirt;7642;603.77;-0.57
dirty;14094;582.82;-0.68
disabilities;3620;764.43;0
disability;4777;736.35;-0.19
disable;7620;689.06;-0.33
disabled;9664;763.13;-0.32
disabling;1836;718.73;-0.12
disabuse;108;833.3;0.45
disadvantage;3549;829.77;-0.05
disadvantages;2648;807;0.15
disaffect;1;804.12;0.14
disaffected;173;955.24;0.44
disaffection;66;965.64;0.61
disaffiliate;0;1198.2;45292
disaffiliated;0;1187.32;44986
disaffiliation;1;1371.28;14246
disagree;25581;695.56;-0.33
disagreeable;205;835.97;0.28
disagreed;1557;701.76;-0.33
disagreement;3095;786.97;-0.14
disagreements;917;771;0.07
disagrees;1913;806.47;0.03
disallow;659;892.13;0.33
disallowed;535;881.23;0.18
disappear;5767;686.6;-0.45
disappearance;1421;789.25;-0.07
disappeared;6157;701.06;-0.25
disappearing;1517;823.25;-0.04
disappears;2267;697.03;-0.2
disappoint;975;823.5;0.1
disappointed;7622;673.97;-0.32
disappointing;2057;715.18;-0.18
disappointment;2259;772.59;0.11
disappointments;234;867.94;0.46
disapprobation;8;798.38;0.39
disapproval;613;721.03;-0.22
disapprove;725;785.64;-0.15
disapproved;351;734.59;-0.19
disapproves;159;782.97;0.01
disapprovingly;22;905.53;0.53
disarm;991;845.06;0.07
disarmament;766;874.44;0.7
disarmed;1236;677.66;-0.26
disarming;613;819.72;0.14
disarrange;0;812.74;0.11
disarranged;2;752.94;0
disarrangement;1;930.34;0.4
disarray;226;812.4;0.15
disassemble;550;959.5;0.4
disassembly;329;833.03;0.25
disassociate;149;863.06;0.47
disaster;8160;634.56;-0.6
disasters;1713;736.03;-0.29
disastrous;1307;780.88;0.28
disavow;432;911.45;0.74
disavowal;26;951.83;0.9
disband;258;921.97;0.19
disbanded;471;846.7;0.03
disbar;11;892.63;0.62
disbarment;79;988.45;0.58
disbelief;1588;703.68;-0.34
disbelieve;427;789.84;-0.07
disbelieved;59;940.74;0.43
disbeliever;41;772.06;0.14
disbelieves;20;946.25;0.7
disbelieving;149;798.47;0.23
disbursed;58;911.71;0.46
disbursement;111;1025.53;0.54
disbursements;87;1010;0.88
disc;16844;589.7;-0.63
discard;3413;647.24;-0.53
discarded;2434;645.82;-0.35
discern;1056;768.44;-0.11
discernable;312;986.55;0.5
discerned;204;795.85;0.13
discernible;296;1075.71;0.83
discerning;494;793.2;0.03
discernment;274;991.96;0.54
discharge;2885;626.97;-0.47
discharged;876;745.24;-0.24
discharges;391;715.82;-0.15
discharging;279;785.58;-0.13
disciple;1154;693.48;-0.42
disciples;2172;817.75;0.07
discipleship;67;1240.08;46388
disciplinarian;53;993.17;0.89
disciplinary;755;809.06;0.12
discipline;7415;709.53;-0.3
disciplined;997;756.41;0.06
disciplines;2741;770.72;0.08
disciplining;207;919.36;0.67
disclaim;381;755.2;-0.06
disclaimed;224;793.44;-0.09
disclaimer;14638;811.58;0.02
disclose;1067;722.84;-0.21
disclosed;1143;662.53;-0.28
discloses;100;998.44;0.65
disclosure;2778;800.33;-0.09
disclosures;284;792.83;-0.03
disco;1991;641.78;-0.54
discolored;192;756.82;-0.23
discolors;16;880.55;0.3
discomfiture;24;1018;0.75
discomfort;2000;663.15;-0.39
discompose;0;1018.45;0.68
discomposure;0;1094.38;45292
disconcert;5;901.76;0.64
disconcerting;434;1078.56;0.97
disconcertingly;16;1134.58;20455
disconnect;2700;702.03;-0.25
disconnected;2372;683.76;-0.23
disconnection;298;930;0.27
disconsolate;15;1126.75;43101
discontent;524;828.17;0.18
discontented;65;901.48;0.45
discontentment;20;1083.85;45139
discontinuance;72;1097.67;44927
discontinue;758;705.58;-0.29
discontinued;3117;812.79;0.03
discontinuity;290;895.46;0.54
discontinuous;198;955.28;0.47
discord;394;796.19;0.3
discordance;11;869.39;0.39
discordant;107;925.84;0.45
discorporate;7;922.86;0.66
discorporated;2;991.2;0.83
discount;12560;636.94;-0.49
discounted;2249;754.81;-0.14
discountenance;1;1016.95;0.81
discounting;382;752.35;-0.26
discounts;4662;638.8;-0.48
discourage;2760;685.53;-0.41
discouraged;2750;752.47;-0.28
discouragement;93;810.72;0.12
discouraging;766;845.09;0.24
discourse;3225;718.91;-0.16
discourses;357;841;0.28
discourteous;92;879.35;0.34
discourtesy;13;925.26;0.5
discover;11099;701.45;-0.45
discoverable;24;842.57;0.16
discovered;20066;636.65;-0.41
discoverer;222;923.93;0.6
discoveries;1805;792.35;-0.06
discovering;2114;705.94;-0.31
discovers;1403;710.58;-0.35
discovery;7790;667.29;-0.35
discredit;1907;889.25;0.18
discreditable;29;1223.82;45231
discredited;877;818.63;0.35
discreet;2229;764.85;-0.05
discrepancies;677;914.32;0.48
discrepancy;922;767.57;-0.01
discrepant;31;1076.65;0.91
discrete;3383;714.74;-0.22
discretion;3145;842.06;0.21
discretionary;754;939.13;0.58
discriminate;2008;783.18;-0.04
discriminating;840;813.57;0.16
discrimination;9592;799.19;0.09
discriminatory;1110;938.07;0.47
discs;5835;885.87;0.13
discursive;84;960.89;0.68
discursiveness;0;1334.86;45108
discus;399;705.05;-0.11
discuss;30217;728.47;-0.36
discussant;64;1063.13;18629
discussed;21002;705.75;-0.34
discusses;4639;728.61;-0.04
discussing;14186;809.46;-0.17
discussion;96245;716.18;-0.14
discussions;25851;687.26;-0.3
disdain;832;728.83;-0.23
disdainful;83;930.24;0.35
disdaining;14;866.96;0.36
disdains;36;851.83;0.23
disease;23168;597.97;-0.55
diseased;464;786.06;-0.06
diseases;6487;713.63;-0.3
disembark;69;921.26;0.52
disembarkation;10;1178.27;46023
disembodied;210;1032.45;0.62
disembody;10;940.59;0.58
disembowel;44;918.71;0.59
disenchant;2091;898.73;0.66
disenchantment;108;925.84;1
disenfranchise;27;1073.41;12420
disenfranchised;254;1163.63;44927
disenfranchisement;71;1040.24;45139
disengage;293;979;0.73
disengagement;84;952.93;0.5
disentangle;65;920.3;0.64
disentanglement;4;950.82;0.76
disequilibrium;99;1111.62;45170
disestablish;14;1205.6;46023
disestablishment;32;1396.95;20455
disfavor;115;948.08;0.43
disfigure;25;958.23;0.3
disfigured;136;997.68;0.43
disfigurement;74;956.33;0.76
disgrace;1264;705;-0.34
disgraced;103;750.39;0.01
disgraceful;330;802.06;-0.07
disgruntle;3;858.07;0.3
disgruntled;828;896.81;0.11
disguise;2140;670.47;-0.34
disguised;1594;691.36;-0.22
disguises;228;795.91;-0.02
disgust;1914;731.97;-0.25
disgusted;1587;681.24;-0.23
disgusting;4754;697.91;-0.25
dish;7237;608.03;-0.72
disharmonious;13;948.37;45078
disharmony;1105;865.64;0.26
dishcloth;9;902.11;0.37
dishearten;10;821.93;0.36
disheartened;104;863.97;0.34
disheartening;168;950.93;0.49
disheartenment;0;1046.7;0.76
dished;202;691.26;-0.24
dishes;3411;578.64;-0.73
disheveled;86;804.79;0.08
dishevelled;66;884;0.46
dishful;0;812.16;0.17
dishonest;3174;666.36;-0.46
dishonesty;1180;651.06;-0.39
dishonor;223;781.69;0.01
dishonored;52;805.63;0.02
dishwasher;821;720.52;-0.1
dishwashers;147;700.09;-0.39
dishwater;54;694.85;-0.3
disillusion;90;920.52;0.28
disillusioned;409;1081.77;0.73
disillusioning;14;1052.25;45170
disillusionment;181;1210.18;45261
disincentive;205;906.8;0.58
disinclination;26;1148.12;0.99
disincline;2;919.8;0.63
disinfect;206;717.94;-0.11
disinfection;173;844.1;0.22
disingenuous;529;1230.06;14246
disinherit;5;954.77;0.82
disintegrate;1701;1043;0.48
disintegrating;174;940.9;0.86
disintegration;651;920.33;0.4
disintegrative;6;1073.96;0.93
disinterest;184;878.48;0.29
disinterested;496;946.53;0.42
disjoint;180;771.07;-0.03
disjointed;320;865.19;0.16
disjunction;82;764.89;-0.05
disjunctive;91;857.77;0.26
disk;108080;577.24;-0.75
disking;4;890.88;0.19
disks;30273;550.7;-0.72
dislike;5309;625.62;-0.5
disliked;1083;693.7;-0.36
dislikes;952;694.94;-0.34
disliking;246;778.36;-0.09
dislocate;61;856.81;0.19
dislocated;245;798.27;-0.02
dislocation;200;876.84;0.19
dislocations;125;929.26;0.45
dislodge;283;805.63;0.11
dislodged;126;852.61;0.05
disloyal;113;732.47;-0.09
disloyalty;70;861.3;0.25
dismal;946;667.41;-0.35
dismantle;715;840.79;0.17
dismay;987;639.97;-0.45
dismayed;598;680.3;-0.29
dismaying;50;722.8;-0.1
dismember;94;842.48;0.36
dismembered;159;940.16;0.53
dismemberment;195;1069.53;45170
dismiss;3024;757.4;-0.23
dismissal;870;780.65;-0.15
dismissed;3586;742.6;-0.3
dismisses;301;843.34;0.03
dismissing;646;769.42;-0.21
dismount;371;804.25;0.05
dismounted;155;806.97;0.04
dismounting;130;739.54;0.01
disneyland;3064;681.72;-0.4
disobedience;923;866.21;0.35
disobedient;162;826.7;0.1
disobey;340;683;-0.25
disobeyed;196;772.1;-0.11
disobeying;208;819.79;-0.03
disoblige;0;1047.69;44958
disorder;4525;614.27;-0.54
disordered;199;801.21;0.02
disorderliness;8;998.47;0.7
disorderly;235;820.24;0.14
disorders;3889;748.85;-0.28
disorganization;55;938.15;0.48
disorganize;3;846.91;0.17
disorganized;434;744.33;-0.04
disorient;35;919.48;0.45
disorientation;226;985.69;0.64
disoriented;414;831.36;0.11
disown;262;843.05;0.23
disowned;211;865.27;0.08
disparage;384;868.13;0.36
disparagement;72;1023.79;0.93
disparate;678;912.15;0.32
disparities;291;811.08;0.22
disparity;1007;815.67;0.12
dispassionate;229;963.35;0.61
dispassionately;85;975.06;0.48
dispatch;1578;720.24;-0.35
dispatched;646;682.94;-0.43
dispatches;224;679.03;-0.27
dispatching;352;674.45;-0.35
dispel;546;769.09;0.25
dispelled;199;703.75;-0.09
dispensable;32;736.82;-0.18
dispensary;41;875.92;0.49
dispensation;344;913.63;0.45
dispense;675;773.55;-0.33
dispensed;358;766.77;-0.08
dispenser;465;739.35;-0.16
dispensers;201;754.07;-0.17
dispensing;338;718.41;-0.09
dispersal;202;885.03;0.17
disperse;548;759.61;-0.12
dispersed;819;757;-0.05
dispersement;14;963.15;0.69
dispersing;99;829.04;0.16
dispersion;480;832.61;0.08
dispirit;0;797;0.36
displace;369;723.73;-0.24
displaced;1499;723.79;-0.3
displacement;1396;685.85;-0.28
displaces;153;720.82;-0.33
displacing;208;700.82;-0.2
display;48971;679.31;-0.51
displayed;10191;732.06;-0.34
displaying;4151;774.64;-0.08
displays;9779;642.85;-0.55
displease;63;708.61;-0.22
displeased;323;766.41;-0.08
displeasing;58;839.78;0.12
displeasure;740;809.09;0.2
disposable;1559;708.82;-0.19
disposal;2560;708.28;-0.23
dispose;1413;711.25;-0.31
disposed;1084;700.63;-0.4
disposition;1291;795.09;0.03
dispositions;186;782;0.21
dispossess;13;1004.34;0.51
dispossessed;127;1192.59;45170
dispossession;26;1008.23;0.89
disproportion;17;955.25;0.61
disproportionate;614;1149.04;44197
disproportionately;462;1243.14;46388
disprove;1576;740.24;-0.29
disproving;243;861.61;0.29
disputable;113;903.38;0.12
disputant;4;916.64;0.73
disputation;45;878.91;0.22
dispute;6262;680;-0.45
disputed;1794;786.51;-0.06
disputes;2210;655;-0.27
disqualification;463;964.25;0.77
disqualified;923;902.48;0.29
disqualify;473;897.48;0.18
disquiet;39;829.48;0.41
disquieting;118;869.48;0.49
disregard;3236;877.67;0.15
disregarded;527;757.22;0.1
disregarding;394;882.27;0.18
disremember;17;1052.53;0.96
disrepair;93;1140.13;0.86
disreputable;249;1048.52;45017
disrepute;110;1089.08;43466
disrespect;1251;845.78;0.27
disrespectful;457;830.07;0.34
disrobe;64;831.37;0.33
disrupt;1328;715.13;-0.31
disrupted;710;729.88;-0.24
disrupting;3152;824.13;0
disruption;1044;732.81;-0.05
disruptions;188;874.13;0
disruptive;653;730.68;-0.1
disrupts;213;700.78;-0.2
dissatisfaction;623;910.59;0.45
dissatisfactions;5;975.42;0.76
dissatisfied;958;799.32;-0.08
dissatisfy;0;914.71;0.3
dissect;283;847.11;0.17
dissection;291;798.81;0.04
dissemble;40;750.37;-0.07
disseminate;936;1076.25;0.71
disseminated;557;904.41;0.66
disseminating;427;910.96;0.69
dissemination;2335;944.59;0.74
dissension;213;829.86;0.22
dissensions;31;981.11;0.94
dissent;941;765.57;0.11
dissented;33;880.21;0.26
dissenter;38;872.82;0.22
dissenters;206;766.16;0.22
dissenting;493;725.77;0.12
dissents;59;865.73;-0.01
dissertation;1706;791.77;0.13
disservice;724;1080.61;0.92
dissidence;58;885;0.26
dissident;1232;832.72;0.25
dissimilar;432;839.18;0.21
dissimilarity;39;1161.43;45231
dissimilitude;0;979.67;13150
dissimulation;6;958.28;0.63
dissipate;424;893.55;0.29
dissipated;398;860.31;0.5
dissipating;99;956.37;0.51
dissipation;493;931.59;0.45
dissociate;154;909.16;0.25
dissociated;105;727.81;-0.07
dissociation;758;725.55;0.18
dissolubility;0;942.1;0.65
dissolute;27;729.16;-0.14
dissolution;707;772.23;0.03
dissolutions;12;852.56;0.15
dissolve;1806;676.88;-0.44
dissolved;1647;649.63;-0.4
dissolving;485;766.9;-0.22
dissonance;358;803.11;-0.01
dissonances;21;951.31;0.53
dissonant;148;838.9;0.37
dissuade;431;925.8;0.54
dissuasion;6;794.86;0.37
distal;117;799.73;0.03
distally;3;806.75;0.29
distance;29802;618.71;-0.51
distances;3254;697.63;-0.38
distant;6078;656.3;-0.5
distantly;161;832.06;-0.13
distaste;412;909.47;0.25
distasteful;892;901.42;0.29
distemper;165;904.67;0.56
distend;10;940.84;0.61
distension;21;831.58;0.34
distil;4;795.44;0.24
distillation;364;943.84;0.34
distilled;828;718.85;-0.28
distiller;278;881.33;0.15
distillers;55;815.38;0.08
distillery;93;926.52;0.31
distilling;124;733.85;-0.07
distinct;7191;622.73;-0.53
distinction;7805;725.26;-0.08
distinctions;1374;780.24;-0.04
distinctive;2171;732.03;-0.13
distinctively;142;864.97;0.16
distinctly;1558;784.68;-0.07
distinguish;5239;679.44;-0.34
distinguishable;383;875;0.42
distinguished;2580;801.4;0.01
distinguishes;709;823.97;0.19
distinguishing;1254;861.47;0.1
distort;1351;707.4;-0.29
distortable;3;960.58;0.52
distorted;2652;683.5;-0.36
distortion;5399;757.52;-0.1
distortions;1146;837.07;0.16
distract;1191;727.74;-0.38
distracted;1557;771.35;-0.1
distractedly;22;790;0.17
distracting;991;749.83;-0.09
distraction;1297;735.15;-0.22
distractions;487;841.74;0.11
distraught;370;736.89;-0.1
distress;2032;763.03;-0.28
distressed;660;714.97;-0.21
distresses;49;842.06;0.19
distressing;469;781.97;0.11
distribute;13231;761.8;-0.02
distributed;28505;831.19;0.07
distributes;1183;902.81;0.25
distributing;3855;850.65;0.24
distribution;41272;844.18;0.15
distributions;2906;823.32;0.01
distributive;140;994.17;0.63
distributor;7604;896.3;0.13
distributors;7001;747.85;0.01
distributor's;71;790.28;-0.02
distributorship;169;1035.27;43101
district;19101;621.79;-0.53
districts;2597;827.03;0.06
distrust;1099;623.64;-0.45
distrusted;64;890.31;0.26
distrustful;83;767.18;0.09
disturb;1394;627.76;-0.55
disturbance;1754;776.28;-0.13
disturbances;840;772.81;-0.08
disturbed;2530;717.15;-0.33
disturber;14;737.33;-0.16
disturbing;3829;751.48;-0.16
disturbingly;139;975.41;0.49
disunion;13;1127.57;0.77
disunite;0;910.64;0.88
disunited;36;928.46;0.63
disunity;89;869.27;0.51
disuse;127;904.42;0.18
ditch;1735;626.84;-0.56
ditches;269;811.77;0.08
dither;369;659.46;0.01
ditties;75;799.83;0.25
ditto;4217;722.53;-0.18
ditty;288;787.77;0.3
diuretic;179;912.25;0.68
diurnal;100;863;0.47
diva;872;744.34;-0.23
divan;91;623.75;-0.05
divans;0;748.63;0.36
dive;8177;668.88;-0.44
dived;371;751.08;-0.17
diver;1734;736.88;-0.33
diverge;380;738.23;-0.14
divergence;566;722.66;-0.16
divergent;621;808.16;0.08
diverging;142;784.1;-0.12
divers;1896;701.48;-0.14
diverse;6574;696.52;-0.27
diversification;480;1036.12;44927
diversified;921;866.69;0.41
diversify;225;831.55;0.06
diversion;1852;699.14;-0.27
diversionary;125;987.43;0.76
diversions;282;798.48;-0.11
diversities;38;971.9;0.49
diversity;6950;692.71;-0.36
divert;1134;736.48;-0.2
diverted;766;745.71;-0.16
diverting;410;829.61;0.08
dives;1579;652.7;-0.48
divest;88;917.92;0.44
divestiture;55;975;45658
divide;6284;651.62;-0.43
divided;8108;658.35;-0.5
dividend;1542;856.33;0.11
dividends;2487;817;0.07
divider;375;727.45;-0.23
divides;832;805.81;-0.18
dividing;1868;785.67;0.1
divination;351;844.67;0.2
divine;12808;667.03;-0.44
divinely;286;795.64;0.08
divine's;4;796.24;0.05
diving;6139;797.71;-0.24
divingboard;0;936.38;0.35
divining;102;848.35;0.14
divinities;28;895.5;0.51
divinity;1093;738.9;-0.14
divisible;519;937.72;0.47
division;35084;685.41;-0.39
divisional;538;876.54;0.27
divisions;3803;748.84;-0.31
division's;215;926.5;0.24
divisive;545;758.47;0.23
divorce;5809;648.69;-0.58
divorced;2605;635.13;-0.56
divorcee;129;858.66;0.41
divulge;498;810.96;0.17
divulgence;14;1030.95;0.58
divulging;81;919.18;0.46
divvy;52;829.33;0.44
dixie;1752;675.47;-0.31
dixiecrats;8;956;0.37
dixieland;90;765.3;-0.03
dizzily;6;829.17;0.29
dizziness;536;679.42;-0.39
dizzy;1907;647.03;-0.54
do;1360645;558;-0.76
doberman;703;1056.86;0.74
doc;13265;706.27;-0.19
docile;391;725.92;-0.16
docilely;9;926.21;0.84
docility;28;915.12;0.36
dock;2543;700.3;-0.37
docked;502;720.29;-0.25
docket;326;911.32;0.08
docketed;2;915.11;0.24
docks;573;634;-0.5
dockside;59;828.79;0.01
dockyard;33;878.88;0.2
doctor;31917;605.65;-0.68
doctoral;1303;726.88;-0.2
doctorate;1010;876.07;0.22
doctored;267;895.59;0.22
doctors;12424;571.03;-0.73
doctor's;2110;552.42;-0.7
doctrinal;451;844.92;0.43
doctrinally;23;785.8;0.34
doctrine;5731;759.41;-0.27
doctrines;1448;801.88;0.09
document;57743;630.82;-0.62
documentaries;723;933.77;0.45
documentary;3497;721.94;-0.14
documentation;34150;870.25;0.24
documented;8809;694.26;-0.23
documents;34869;659.13;-0.43
dodge;6587;634.65;-0.57
dodged;323;729.76;-0.25
dodger;691;756.41;-0.01
dodgers;816;735.78;-0.3
dodging;845;734.83;-0.25
dodo;303;947;0.54
doe;4652;706.57;-0.24
doer;147;817;0.19
doers;107;827.5;0.28
does;525612;586.56;-0.67
doeskin;8;1015.92;0.8
doesn't;246123;696.64;-0.31
doff;42;699.67;-0.18
dog;58314;555.56;-0.91
dogcatcher;27;848.58;0.08
dogfight;311;728.71;-0.12
dogged;226;666.44;-0.32
doggedly;56;759.48;0.22
doggone;90;878.52;0.5
doggy;669;783.04;-0.11
doghouse;176;697.53;-0.43
dogleg;26;890.48;0.46
dogma;2255;735.93;-0.25
dogmas;309;847.22;0.23
dogmatic;826;897.03;0.15
dogmatical;0;996.67;0.7
dogmatism;98;895.4;0.59
dogmatize;10;977.29;0.77
dogs;32637;554.61;-0.7
dog's;2526;637.71;-0.58
dogtrot;0;953.2;0.81
dogwood;154;690.61;-0.28
doily;23;848.27;0.16
doing;166241;630.64;-0.48
doings;385;727.93;-0.23
dolce;163;888.69;0.16
doldrums;84;868;0.48
dole;6478;691.96;-0.24
doled;88;868.83;0.34
doleful;12;753.69;0.11
doll;5685;616.15;-0.6
dollar;23916;589.46;-0.67
dollars;37927;565.97;-0.74
dollhouse;95;709.91;-0.32
dollies;51;859.46;0.19
dollop;144;807.3;0.2
dolls;2727;633.91;-0.57
dolly;663;637.26;-0.39
dolorous;10;907.46;0.7
dolphin;1644;683.29;-0.43
dolphins;1614;671.11;-0.37
dolt;359;755.1;-0.06
doltish;8;573.5;-0.38
domain;23877;589.66;-0.62
domains;2711;747.61;-0.11
dome;2233;694.61;-0.3
domed;167;746.77;0.26
domes;404;778.32;0.04
domesday;53;970.06;0.79
domestic;12573;627.03;-0.44
domestically;724;850.48;0.3
domesticate;40;1069.43;0.66
domestication;106;920.43;0.57
domesticity;34;845.74;0.25
domicile;188;811.14;0.31
domiciled;47;916.35;0.66
dominance;2332;672.91;-0.41
dominant;5947;755.88;-0.11
dominantly;33;890.03;0.36
dominate;3176;746.97;-0.13
dominated;3242;641.48;-0.5
dominates;786;761.41;-0.19
dominating;843;756.81;-0.07
domination;2899;772.45;-0.23
domineer;2;758;0.07
domineering;167;892.7;0.6
dominic;957;1035.08;0.62
dominican;978;731.48;-0.03
dominion;2164;759.85;0.13
dominique;1012;752.84;-0.12
domino;1228;775.12;-0.1
dominoes;207;823.93;0.26
don;27135;706.24;-0.41
donald;10997;694.77;-0.52
donate;2954;641.29;-0.45
donated;2226;632.1;-0.5
donates;303;776.07;-0.08
donating;743;724.06;-0.17
donation;3223;740.73;-0.17
donations;4205;737.67;-0.28
done;173968;624.96;-0.59
donkey;2629;647.84;-0.6
donna;5663;740.44;-0.26
donned;197;812.36;0.43
donning;198;828.9;0.41
donor;1698;671.29;-0.34
donors;1076;741.84;-0.18
don't;882900;608.53;-0.64
doo;1016;770;-0.14
doodle;366;702.23;-0.26
doodlebug;14;914.75;0.61
doom;33765;645.5;-0.66
doomed;3215;668.94;-0.43
dooms;152;799.17;-0.26
doomsday;1001;818.9;0.16
door;53813;507.38;-0.89
doorbell;530;729.59;-0.19
doorframe;49;860.31;0.32
doorhandle;6;750.53;-0.1
doorkeeper;22;817.38;0.17
doorknob;184;744.85;-0.24
doorknocker;3;849.67;0.12
doorman;161;685.13;-0.35
doormat;500;761.84;-0.12
doormen;25;734.38;-0.18
doornail;40;885.96;0.39
doorplate;0;848.83;0.32
doors;12441;558.91;-0.77
doorstep;843;765.3;-0.19
